,ID,Age,Gender,Marrige,Education,Bank_Credit_Condition,Housing_Condition,Old_Client,Current_Job_Working_Years,Loan_Amount,Loan_Purpose,Loan_Period,Monthly_Interest_Rate,Breach_Monthly_Interest_Rate,Other_Loan,Collateral,Way_of_Mortgage,Full_Value,Client_Category,Loan_Time
105,1010002,47,男,已婚,初中,无,自有,否,120,300000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-10-18
106,1010003,23,男,未婚,初中,无,租房,否,48,100000,经营,6,0.0126,0.01638,无,无,质押,否,无逾期,2010-10-18
107,1010004,41,男,已婚,初中,无,自有,否,120,100000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-10-21
108,1010005,37,男,已婚,高中,无,自有,否,48,30000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-10-21
109,1010007,45,男,已婚,初中,无,自有,否,84,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-10-26
110,1010008,41,男,已婚,初中,无,自有,否,156,150000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-10-22
111,1010009,34,男,已婚,高中,无,自有,否,60,200000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-10-27
112,1010010,25,男,未婚,本科及以上,无,租房,否,12,40000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-10-29
113,1010011,43,男,已婚,初中,无,自有,否,120,100000,经营,6,0.0126,0.01638,房贷,无,无,否,无逾期,2010-10-29
114,1010012,29,男,已婚,初中,无,租房,否,36,60000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-10-29
115,1011002,34,男,已婚,大专,无,租房,否,36,100000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2010-11-02
116,1011003,28,男,已婚,大专,无,自有,否,36,300000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-11-24
117,1011004,28,男,已婚,大专,无,自有,否,36,100000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-11-15
118,1011006,28,男,未婚,大专,无,租房,否,24,120000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2010-11-08
119,1011007,36,男,已婚,初中,无,自有,是,60,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-11-12
120,1011008,42,男,已婚,初中,无,自有,否,120,250000,经营,6,0.0126,0.01638,银行贷款,无,质押,否,无逾期,2010-11-12
121,1011011,35,女,离异,初中,无,自有,否,36,850000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-11-26
122,1011012,43,男,已婚,初中,无,自有,否,240,200000,经营,3,0.0123,0.01599,银行贷款,无,担保,否,无逾期,2010-11-16
123,1011013,47,男,已婚,小学,有违约,自有,否,12,50000,经营,3,0.0135,0.01755,无,无,担保,否,逾期,2010-11-16
124,1011014,29,男,已婚,初中,无,自有,否,48,100000,经营,12,0.0153,0.01989,无,有,抵押,是,无逾期,2010-11-24
125,1011015,41,男,已婚,初中,无,自有,否,36,60000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-11-24
126,1011016,30,男,已婚,中专,无,自有,否,60,200000,经营,3,0.0123,0.01599,无,无,无,否,无逾期,2010-11-24
127,1011017,49,男,离异,初中,无,自有,否,156,150000,经营,4,0.0126,0.01638,无,无,无,否,无逾期,2010-11-24
128,1011018,25,男,未婚,本科及以上,无,租房,否,24,200000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-11-24
129,1011019,32,女,已婚,高中,无,自有,是,36,500000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-12-01
130,1012003,30,男,已婚,高中,无,自有,否,84,70000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-12-18
131,1012004,48,男,已婚,初中,无,自有,否,84,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-12-08
132,1012005,28,男,未婚,本科及以上,无,自有,否,48,30000,经营,3,0.0144,0.01872,无,有,抵押,是,无逾期,2010-12-09
133,1012009,33,男,已婚,初中,无,自有,否,48,500000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-12-15
134,1012010,36,男,已婚,初中,无,租房,否,120,300000,经营,4,0.0126,0.01638,无,无,无,否,无逾期,2010-12-10
135,1012011,38,男,已婚,小学,无,自有,否,120,750000,经营,4,0.0126,0.01638,房贷,无,无,否,无逾期,2010-12-16
136,1012012,27,男,已婚,本科及以上,无,自有,否,24,800000,经营,6,0.01323,0.01719,无,有,抵押,是,无逾期,2011-01-04
137,1012013,32,男,已婚,初中,无,租房,否,120,200000,经营,3,0.0123,0.01599,无,无,无,否,无逾期,2010-12-17
138,1012015,30,男,未婚,高中,无,自有,否,48,800000,经营,4,0.0126,0.01638,无,无,无,否,无逾期,2010-12-22
139,1012016,42,男,已婚,初中,无,自有,否,60,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-12-19
140,1012023,34,男,已婚,小学,无,自有,否,60,700000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-01-10
141,1012025,34,女,已婚,初中,无,自有,否,60,150000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-12-28
142,1012026,53,男,已婚,小学,无,自有,否,24,70000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-12-29
143,1012028,40,男,已婚,高中,无,自有,是,72,250000,养殖经营,12,0.015,0.0195,无,无,担保,否,无逾期,2010-12-30
144,1012030,41,男,已婚,初中,无,自有,是,156,200000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2010-12-30
145,1012031,31,男,未婚,高中,无,自有,否,24,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2010-12-30
146,1012032,34,男,已婚,高中,无,自有,否,48,300000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2010-12-31
147,1101001,30,男,已婚,中专,无,自有,否,24,600000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2011-01-11
148,1101002,34,男,已婚,初中,无,自有,是,48,600000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-01-24
149,1101003,25,女,已婚,高中,无,自有,是,48,50000,经营,12,0.0153,0.01989,房贷,无,担保,否,无逾期,2011-01-18
150,1101004,33,男,已婚,初中,无,自有,否,156,100000,经营,9,0.0129,0.01677,无,有,抵押,是,无逾期,2011-01-18
151,1101005,29,女,已婚,高中,无,自有,否,36,150000,经营,3,0.0123,0.01599,无,无,担保,否,无逾期,2011-01-18
152,1101006,32,女,已婚,高中,无,自有,否,60,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-01-21
153,1101007,51,男,已婚,小学,有违约,自有,否,60,30000,经营,6,0.015,0.0195,无,无,担保,否,逾期,2011-01-21
154,1101008,39,女,已婚,初中,无,自有,否,120,500000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2011-01-20
155,1101009,43,男,已婚,初中,无,自有,是,132,300000,经营,12,0.0153,0.01989,银行贷款,无,担保,否,无逾期,2011-01-20
156,1101011,52,男,已婚,初中,无,自有,否,240,200000,经营,6,0.0126,0.01638,无,无,质押,否,无逾期,2011-01-21
157,1101012,44,男,已婚,初中,无,自有,否,60,300000,经营,12,0.0153,0.01989,无,无,质押,否,无逾期,2011-01-24
158,1101013,54,男,已婚,初中,无,自有,是,84,1200000,经营,12,0.015,0.0195,估计有,有,抵押,是,无逾期,2011-01-24
159,1101014,43,男,已婚,初中,无,自有,是,24,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-01-24
160,1101015,34,男,已婚,本科及以上,无,自有,否,72,250000,经营,6,0.015,0.0195,无,无,担保,否,无逾期,2011-01-24
161,1101017,37,男,已婚,初中,无,租房,是,120,200000,经营,3,0.0144,0.01872,无,有,抵押,是,无逾期,2011-01-20
162,1101018,40,男,已婚,小学,无,自有,否,120,100000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-01-27
163,1101019,31,女,已婚,本科及以上,无,自有,否,72,300000,经营,12,0.015,0.0195,房贷,有,抵押,是,无逾期,2011-01-27
164,1101020,41,男,已婚,初中,无,自有,否,96,200000,经营,6,0.0126,0.01638,房贷,无,质押,否,无逾期,2011-01-28
165,1101021,34,男,已婚,初中,无,租房,否,72,150000,经营,6,0.0126,0.01638,无,有,抵押,是,无逾期,2011-01-28
166,1101022,34,男,已婚,大专,无,自有,是,36,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-01-30
167,1102001,29,男,已婚,高中,无,自有,是,60,450000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-03-09
168,1102002,43,男,已婚,初中,无,自有,是,72,200000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-03-02
169,1103001,45,男,已婚,初中,无,自有,否,120,50000,经营,3,0.015,0.0195,无,有,抵押,是,无逾期,2011-06-20
170,1103004,48,男,已婚,高中,有违约,自有,否,84,1000000,经营,12,0.015,0.0195,有,有,抵押,是,无逾期,2011-03-22
171,1103005,34,男,已婚,大专,无,自有,是,36,200000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-03-25
172,1103007,50,男,已婚,小学,无,自有,否,156,250000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-03-28
173,1103009,50,男,离异,初中,无,自有,是,156,150000,经营,12,0.0129,0.01677,无,无,无,否,无逾期,2011-03-31
174,1103010,33,男,已婚,大专,无,自有,否,84,400000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2011-04-11
175,1104001,56,男,已婚,小学,无,自有,是,240,150000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-04-02
176,1104002,44,男,已婚,初中,有违约,自有,否,36,130000,经营,6,0.015,0.0195,无,无,担保,否,逾期,2011-04-02
177,1104003,33,男,已婚,初中,无,租房,否,120,100000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2011-04-02
178,1104004,38,男,已婚,初中,无,自有,否,48,30000,经营,6,0.0126,0.01638,无,无,无,否,无逾期,2011-06-21
179,1104005,30,女,已婚,高中,无,自有,是,36,200000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-04-11
180,1104006,41,男,已婚,高中,无,自有,是,84,200000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-04-18
181,1104007,39,女,已婚,高中,无,自有,是,192,800000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-04-11
182,1104009,27,男,已婚,小学,无,自有,否,156,300000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-04-18
183,1104010,39,男,已婚,小学,无,自有,是,120,800000,经营,12,0.0129,0.01677,房贷,无,质押,否,无逾期,2011-06-07
184,1104011,44,男,已婚,小学,无,自有,是,180,400000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-04-18
185,1104012,37,男,已婚,初中,无,租房,是,120,200000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-04-15
186,1104013,31,男,未婚,高中,无,自有,是,48,800000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-04-19
187,1104014,30,男,已婚,初中,无,自有,是,120,800000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-04-20
188,1104015,61,女,已婚,小学,无,自有,是,72,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-04-19
189,1104016,45,女,已婚,小学,无,自有,否,120,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-04-25
190,1104017,33,女,已婚,初中,无,自有,否,24,150000,经营,12,0.015,0.0195,无,无,担保,否,无逾期,2011-04-26
191,1104018,57,男,已婚,小学,无,自有,是,192,100000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-04-25
192,1104019,57,女,已婚,高中,无,自有,否,120,300000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-05-06
193,1104021,29,女,未婚,高中,无,自有,是,48,150000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-04-27
194,1104022,24,男,未婚,初中,无,租房,是,60,100000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-04-25
195,1104023,32,女,离异,高中,无,自有,否,120,200000,经营,6,0.015,0.0195,无,无,担保,否,无逾期,2011-04-26
196,1105001,43,男,已婚,初中,无,自有,是,120,150000,经营,12,0.0129,0.01677,银行贷款,无,担保,否,无逾期,2011-05-12
197,1105002,42,男,已婚,初中,无,自有,是,36,150000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2011-05-20
198,1105003,33,男,已婚,初中,无,自有,否,72,100000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-07-13
199,1106001,44,男,已婚,初中,无,自有,是,240,200000,经营,3,0.0123,0.01599,无,无,担保,否,无逾期,2011-06-01
200,1106005,49,男,已婚,初中,无,自有,是,48,1000000,经营,12,0.015,0.0195,信用社贷款,有,抵押,是,无逾期,2011-06-24
201,1106006,24,男,未婚,高中,无,自有,否,12,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2010-06-17
202,1106007,55,男,已婚,初中,无,自有,否,120,200000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2011-06-20
203,1106008,28,男,已婚,小学,无,自有,是,156,1200000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2011-06-22
204,1106009,42,男,已婚,初中,有违约,自有,否,60,30000,经营,12,0.015,0.0195,无,无,担保,否,逾期,2011-06-22
205,1106012,49,男,已婚,小学,无,自有,是,120,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-07-06
206,1106013,25,男,已婚,高中,有违约,自有,否,48,700000,经营,9,0.0129,0.01677,银行贷款,有,抵押,是,无逾期,2011-06-27
207,1106014,35,男,已婚,高中,无,自有,是,60,500000,经营,6,0.015,0.0195,无,有,抵押,是,无逾期,2011-07-04
208,1107003,39,男,已婚,初中,无,自有,否,204,300000,经营,12,0.015,0.0195,银行贷款,有,抵押,否,无逾期,2011-07-15
209,1107004,25,男,已婚,高中,有违约,自有,是,48,300000,经营,12,0.0129,0.01677,银行贷款,无,担保,否,无逾期,2011-07-14
210,1107004,48,男,已婚,高中,有违约,自有,是,84,1000000,经营,12,0.015,0.0195,有,有,抵押,是,无逾期,2011-07-28
211,1107005,34,男,已婚,大专,无,自有,否,84,600000,经营,12,0.0153,0.01989,无,无,担保,否,逾期,2011-07-21
212,1107005,41,男,已婚,高中,无,自有,是,216,500000,经营,12,0.015,0.0195,无,无,担保,否,无逾期,2011-07-28
213,1108002,52,男,已婚,初中,无,自有,是,240,500000,经营,6,0.015,0.01638,无,无,质押,否,无逾期,2011-08-04
214,1108003,48,男,已婚,小学,无,自有,是,108,5000000,房地产开发,6,0.015,0.0195,估计有,有,抵押,是,无逾期,2011-08-16
215,1108005,32,男,已婚,初中,无,自有,否,48,200000,经营,12,0.0129,0.01677,银行贷款,有,抵押,是,无逾期,2011-08-18
216,1108006,33,男,已婚,高中,无,自有,是,48,1000000,经营,12,0.0153,0.01989,无,无,担保,否,逾期,2011-08-19
217,1108007,41,男,已婚,初中,无,自有,是,96,200000,经营,12,0.0129,0.01677,房贷,有,抵押,是,无逾期,2011-08-22
218,1108008,37,男,已婚,初中,无,租房,是,72,150000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-08-22
219,1108009,29,男,已婚,本科及以上,无,自有,否,60,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-08-31
220,1108010,36,男,已婚,高中,无,自有,否,180,300000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-08-25
221,1109001,28,女,未婚,大专,无,租房,否,48,100000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-09-02
222,1109002,45,男,已婚,初中,无,自有,是,120,400000,经营,12,0.0153,0.01989,无,有,抵押,是,无逾期,2011-09-15
223,1109003,49,男,已婚,小学,无,自有,是,36,500000,经营,12,0.0153,0.01989,信用社贷款,无,担保,否,无逾期,2011-09-16
224,1109004,44,男,已婚,初中,无,自有,是,36,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-09-16
225,1109006,38,男,已婚,初中,无,自有,否,144,300000,经营,6,0.0126,0.01638,无,有,抵押,是,无逾期,2011-09-29
226,1109007,47,女,已婚,小学,无,自有,否,240,100000,经营,6,0.0126,0.01638,无,无,担保,否,无逾期,2011-09-29
227,1109008,44,男,已婚,小学,无,自有,是,180,200000,经营,3,0.0123,0.01599,无,有,抵押,是,无逾期,2011-09-22
228,1109009,28,女,已婚,本科及以上,无,自有,否,36,750000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-09-29
229,1109010,49,男,已婚,小学,无,自有,是,36,400000,经营,12,0.0153,0.01989,信用社贷款,有,抵押,是,无逾期,2011-09-26
230,1109014,34,男,已婚,本科及以上,无,自有,是,72,450000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2011-10-08
231,1109014,50,男,已婚,高中,无,自有,否,240,100000,经营,2,0.0147,0.01911,无,无,担保,否,无逾期,2011-09-27
232,1110002,43,男,已婚,初中,无,自有,是,132,500000,经营,12,0.0153,0.01989,银行贷款,无,质押,否,无逾期,2011-10-17
233,1111001,49,男,已婚,小学,无,自有,是,240,200000,经营,9,0.0129,0.01677,无,无,担保,否,无逾期,2011-11-09
234,1111002,31,男,已婚,中专,无,自有,是,72,200000,经营,9,0.0129,0.01677,无,无,担保,否,无逾期,2011-11-09
235,1111003,46,男,已婚,初中,无,自有,是,96,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-10-19
236,1111003,33,男,已婚,初中,无,租房,是,132,300000,经营,9,0.0129,0.01677,无,无,担保,否,无逾期,2011-11-09
237,1111005,58,男,已婚,小学,无,自有,是,36,200000,经营,12,0.0153,0.01989,信用社贷款,无,担保,否,无逾期,2011-11-18
238,1111006,48,男,已婚,初中,无,自有,否,120,200000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-11-11
239,1111007,29,女,已婚,高中,无,自有,是,24,300000,经营,12,0.0153,0.01989,无,有,抵押,是,无逾期,2011-11-11
240,1111008,49,男,已婚,小学,无,自有,是,36,300000,经营,12,0.0153,0.01989,信用社贷款,无,担保,否,无逾期,2011-12-02
241,1111010,50,男,已婚,小学,无,自有,否,24,200000,经营,12,0.0153,0.01989,无,无,担保,否,逾期,2011-12-01
242,1111011,52,男,已婚,小学,有违约,自有,否,120,30000,经营,6,0.015,0.0195,无,无,担保,否,逾期,2011-12-01
243,1111012,53,男,已婚,初中,无,自有,是,240,70000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-12-19
244,1111013,30,男,已婚,初中,无,自有,是,60,100000,经营,12,0.0153,0.01989,无,有,抵押,是,无逾期,2011-12-01
245,1112002,43,男,已婚,初中,无,自有,否,156,1000000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-12-01
246,1112003,23,男,未婚,初中,无,租房,否,36,150000,经营,6,0.0126,0.01638,无,无,质押,否,无逾期,2011-12-06
247,1112005,44,男,已婚,大专,无,自有,否,72,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-05
248,1112006,39,男,已婚,本科及以上,无,自有,否,60,2600000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-15
249,1112006,32,女,已婚,高中,无,自有,是,48,500000,经营,12,0.0153,0.01989,无,无,担保,否,无逾期,2011-12-12
250,1112008,42,男,已婚,本科及以上,无,自有,否,36,2600000,经营,6,0.0135,0.01755,无,无,担保,否,无逾期,2011-12-14
251,1112009,41,男,已婚,本科及以上,无,自有,否,12,2600000,经营,6,0.0135,0.01755,无,无,担保,否,无逾期,2011-12-14
252,1112010,43,男,已婚,本科及以上,无,自有,否,12,2400000,经营,6,0.0135,0.01755,无,无,担保,否,无逾期,2011-12-14
253,1112011,48,男,已婚,大专,无,自有,否,84,2400000,经营,6,0.0135,0.01755,无,无,担保,否,无逾期,2011-12-14
254,1112012,43,女,已婚,小学,无,自有,否,96,2600000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-20
255,1112015,48,男,已婚,本科及以上,无,自有,否,120,1400000,经营,12,0.0135,0.01755,无,无,担保,否,无逾期,2011-12-14
256,1112018,41,男,已婚,初中,无,自有,否,36,1000000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-12-20
257,1112019,42,女,已婚,初中,无,自有,否,180,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-21
258,1112020,38,男,已婚,初中,无,自有,否,144,2000000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-11-20
259,1112021,32,男,未婚,高中,无,自有,是,36,150000,经营,12,0.0153,0.01989,无,无,质押,否,无逾期,2011-12-19
260,1112022,43,男,已婚,初中,无,自有,是,120,150000,经营,12,0.0129,0.01677,银行贷款,无,质押,否,无逾期,2011-12-19
261,1112023,41,男,已婚,高中,无,自有,是,216,700000,经营,12,0.0129,0.01677,无,无,质押,否,无逾期,2011-12-19
262,1112024,36,女,离异,初中,无,自有,是,48,850000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-28
263,1112025,30,男,已婚,初中,无,自有,是,120,800000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-30
264,1112026,37,男,已婚,初中,无,自有,否,144,1000000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2011-12-22
265,1112028,54,女,已婚,高中,无,自有,是,120,1000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-23
266,1112030,44,男,已婚,本科及以上,无,自有,否,60,2600000,经营,12,0.015,0.0195,无,无,质押,否,无逾期,2011-12-26
267,1112032,25,男,已婚,高中,有违约,自有,是,48,700000,经营,12,0.0129,0.01677,银行贷款,无,质押,否,无逾期,2011-12-27
268,1112034,33,男,已婚,高中,无,自有,是,48,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-29
269,1112035,32,男,已婚,初中,无,自有,否,72,100000,经营,12,0.0153,0.01989,无,有,抵押,否,无逾期,2011-12-28
270,1112036,35,女,已婚,高中,无,自有,否,72,150000,经营,12,0.015,0.0195,无,有,抵押,否,无逾期,2011-12-29
271,1112037,35,男,已婚,高中,无,自有,是,60,1000000,经营,12,0.015,0.0195,无,有,抵押,否,无逾期,2012-01-05
272,1112038,41,男,已婚,高中,无,自有,否,120,2000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-30
273,1112039,32,男,已婚,高中,无,自有,否,60,2000000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2011-12-30
274,1112040,46,男,已婚,小学,有违约,自有,否,60,30000,经营,12,0.015,0.0195,无,无,担保,否,逾期,2011-12-30
275,1112041,57,女,已婚,小学,无,自有,否,240,300000,经营,6,0.0147,0.01911,无,有,抵押,是,无逾期,2011-12-31
276,1112042,39,女,已婚,初中,无,自有,是,120,800000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2012-01-12
277,1201001,40,男,已婚,高中,无,自有,是,96,200000,养殖经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2012-01-09
278,1201002,44,男,已婚,初中,无,自有,是,144,300000,经营,12,0.0153,0.01989,银行贷款,无,担保,否,无逾期,2012-01-16
279,1201003,55,男,已婚,初中,无,自有,是,96,1200000,经营,12,0.015,0.0195,估计有,有,抵押,是,无逾期,2012-01-18
280,1201004,26,女,已婚,高中,无,自有,是,60,50000,经营,12,0.0153,0.01989,房贷,无,担保,否,无逾期,2012-01-18
281,1201006,29,男,已婚,本科及以上,无,自有,是,48,2000000,经营,9,0.01323,0.017199,无,有,抵押,是,无逾期,2012-01-19
282,1201007,29,男,已婚,本科及以上,无,自有,否（公司员工）,36,1000000,经营,12,0.0135,0.01755,无,无,无,否,无逾期,2012-01-19
283,1202001,35,男,已婚,初中,无,自有,是,60,600000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2012-02-15
284,1202002,44,男,已婚,本科及以上,无,自有,否,36,1000000,经营,6,0.015,0.0195,无,无,担保,否,无逾期,2012-02-16
285,1202003,49,男,已婚,高中,有违约,自有,是,96,1000000,经营,12,0.015,0.0195,有,有,抵押,否,无逾期,2012-02-24
286,1202004,35,男,已婚,大专,无,自有,是,48,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2012-02-23
287,1202005,36,男,已婚,高中,无,自有,是,84,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2012-03-05
288,1203003,51,男,已婚,小学,无,自有,是,156,250000,经营,12,0.0129,0.01677,无,有,抵押,否,无逾期,2012-03-22
289,1203004,26,男,已婚,高中,有违约,自有,是,60,1000000,经营,12,0.0129,0.01677,银行贷款,无,质押,否,无逾期,2012-03-28
290,1203005,30,男,已婚,高中,无,自有,否,120,400000,经营,12,0.0129,0.01677,银行贷款,有,抵押,否,无逾期,2012-03-29
291,1204001,31,男,未婚,高中,无,自有,是,60,1000000,经营,12,0.0129,0.01677,无,无,担保,否,无逾期,2012-04-13
292,1204002,40,男,已婚,小学,无,自有,是,132,1000000,经营,12,0.0129,0.01677,房贷,有,抵押,是,无逾期,2012-04-13
293,1204003,35,男,已婚,本科及以上,无,自有,是,84,500000,经营,12,0.015,0.0195,无,有,抵押,是,无逾期,2012-04-17
294,1204004,32,男,未婚,高中,无,自有,是,72,900000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2012-04-13
295,1204005,51,男,离异,初中,无,自有,是,168,150000,经营,12,0.0129,0.01677,无,无,无,否,无逾期,2012-04-16
296,1204006,45,男,已婚,初中,无,自有,是,192,500000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2012-04-13
297,1204007,28,男,已婚,高中,无,自有,是,156,300000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2012-04-13
298,1204008,35,男,已婚,中专,无,自有,否,96,800000,经营,12,0.0129,0.01677,无,有,抵押,是,无逾期,2012-04-13
299,1204009,38,男,已婚,初中,无,租房,是,120,500000,经营,12,0.0129,0.01677,无,无,无,否,无逾期,2012-04-24
300,1204010,37,男,已婚,初中,有违约,自有,否,36,30000,经营,6,0.015,0.0195,无,无,担保,否,逾期,2012-04-24
